loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,IP_en0,IP_pdp_ip0,deviceOrientation,state
2016-09-12 11:12:15.933,476,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.341198125,0.3910369873046875,-0.8884124755859375,-0.0025787353515625,260895.335713,0.2519510180880364,-0.8486865888065274,-0.9374518784677404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.953,477,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.948773,-23.13470458984375,-44.65013122558594,5.789054870605469,108.8250503540039,105.2048950195312,15,260895.360821125,0.40057373046875,-0.9937286376953125,0.0317535400390625,260895.355733,0.1025130598404201,-0.556104520915479,-0.8897557286088573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.973,478,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.380413125,0.376800537109375,-0.9550933837890625,-0.0203094482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.992,479,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.978268,-22.46994018554688,-45.55068969726562,6.629356384277344,110.7519760131836,107.1318206787109,15,260895.400036125,0.345672607421875,-0.9425048828125,-0.058013916015625,260895.375722,0.09792869433995771,-0.4076391490979597,-0.7046993223619762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.012,480,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.419659125,0.330322265625,-0.92718505859375,-0.0263519287109375,260895.41573,0.180180957239273,-0.4996191405110074,-0.455141154513376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.032,481,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.023394,-20.8980712890625,-45.78080749511719,7.099372863769531,113.6816940307617,110.0615386962891,15,260895.439251125,0.3318939208984375,-0.9726715087890625,0.0489654541015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.052,482,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.458874125,0.365020751953125,-1.003463745117188,0.0975189208984375,260895.43575,0.1934472278933937,-0.440419200007418,-0.3783968413805626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.071,483,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.053366,-20.67308044433594,-45.78169250488281,7.101982116699219,114.8764266967773,111.2562713623047,15,260895.478497125,0.39617919921875,-1.02508544921875,0.073638916015625,260895.475758,0.08011640770507174,-0.1558125006328299,-0.1756943297508165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.090,484,6B5B5B79-A063-42A5-9845-86B7C35C751C,1473671535.999934,51.03071374357773,13.72861367651609,139.2096,0,-1,3,10,-9999,1473671536.084319,-20.30140686035156,-46.08259582519531,7.333808898925781,115.6651992797852,112.0450439453125,15,260895.498089125,0.394622802734375,-1.013259887695312,0.024322509765625,,,,,,,,,,,,,,,,,,,,,,,,,,,260895.48088,unknown,2,2016-09-12 11:12:16.067,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:16.110,485,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.517712125,0.3480224609375,-0.98004150390625,0.0047760009765625,260895.495747,0.07567585290347362,-0.1275574267315253,-0.00949603349889554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.130,486,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.128322,-20.59913635253906,-45.78067016601562,7.627815246582031,116.2273788452148,112.6072235107422,15,260895.537335125,0.2812957763671875,-0.963409423828125,0.0405120849609375,260895.535756,-0.002806439156725501,-0.4181988491362328,0.2335504391683519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.149,487,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.556927125,0.22088623046875,-0.96148681640625,0.09423828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.169,488,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.576550125,0.1909332275390625,-0.992218017578125,0.1020660400390625,260895.555775,-0.04730146938533338,-0.3409735691105512,0.2030058456779061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.188,489,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.173471,-20.67411804199219,-45.78038024902344,7.626960754394531,116.6652755737305,113.0451202392578,15,260895.596173125,0.1854095458984375,-1.001602172851562,0.0315399169921875,260895.595784,-0.06698808879541712,0.07673898681063325,0.1291417412640134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.208,490,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.203307,-21.65153503417969,-45.92518615722656,8.141944885253906,116.4862747192383,112.8661193847656,15,260895.615765125,0.1715240478515625,-0.9922637939453125,-0.0086822509765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.228,491,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.635388125,0.159515380859375,-1.015472412109375,-0.001220703125,260895.615773,-0.01574514099676647,0.05743612891362992,0.1116210707684911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.247,492,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.654980125,0.13836669921875,-1.00701904296875,0.013580322265625,260895.635792,0.06416567067215115,0.06798038261758065,0.1049882017575398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.268,493,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.24843,-21.34968566894531,-45.77694702148438,7.919151306152344,115.973518371582,112.3533630371094,15,260895.674603125,0.1481781005859375,-1.031951904296875,0.0069427490234375,260895.655781,0.09828502529381032,0.0795976239247243,0.09892604816819239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.287,494,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.278398,-21.80207824707031,-45.99977111816406,8.065849304199219,115.7434768676758,112.1233215332031,15,260895.694226125,0.1256561279296875,-1.038116455078125,0.035491943359375,260895.675801,0.03769917575894368,0.06883499101138708,0.08444377816034149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.306,495,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.713818125,0.0859375,-1.033401489257812,0.0437469482421875,260895.69579,0.08097767400160337,0.1256378202177962,0.1348630102338306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.326,496,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.733441125,0.0338287353515625,-1.0096435546875,0.059295654296875,260895.715809,0.03686826949883896,0.1220119263936533,0.195170825750893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.358,497,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.323448,-21.64524841308594,-45.25004577636719,8.211265563964844,115.0202102661133,111.4000549316406,15,260895.753063125,0.0099945068359375,-1.00457763671875,0.0774993896484375,260895.735798,0.0049103364178881,0.1071648033164615,0.1970004174197774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.372,498,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.3536,-21.87094116210938,-45.32414245605469,8.209312438964844,114.579475402832,110.9593200683594,15,260895.772656125,0.01312255859375,-1.013504028320312,0.07659912109375,260895.755818,0.06281331747060891,0.2096285946767152,0.1429654115342877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.385,499,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.792279125,0.0220794677734375,-1.0325927734375,0.06524658203125,260895.775807,0.04180630279206388,0.2591527383078287,0.1042204124152699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.404,500,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.398515,-22.69403076171875,-45.17143249511719,7.973548889160156,113.530632019043,109.9104766845703,15,260895.811901125,-0.018280029296875,-1.01055908203125,0.040130615234375,260895.795827,-0.06631484167184509,0.2015360470722914,0.1810475498579848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.428,501,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.831494125,-0.05126953125,-0.9708099365234375,0.0265960693359375,260895.815816,-0.1211035221458272,0.1406021223829514,0.2456632947543593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.443,502,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.428435,-22.244873046875,-45.32395935058594,7.680015563964844,112.974006652832,109.3538513183594,15,260895.851116125,-0.0729217529296875,-0.9465789794921875,0.01934814453125,260895.835835,-0.04951082782566311,0.1476871961469982,0.2122960168245385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.463,503,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.870709125,-0.0377349853515625,-0.9858856201171875,0.000213623046875,260895.855824,0.03220773759120029,0.2145676932343761,0.1063725128921629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.483,504,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.473459,-22.24002075195312,-44.87474060058594,7.376243591308594,112.0186462402344,108.3984909057617,15,260895.890332125,-0.0319671630859375,-1.012435913085938,-0.003204345703125,260895.875844,0.001498294429278579,0.1707935807128527,0.08377319419785954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.508,505,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.909954125,-0.0478363037109375,-0.999176025390625,-0.02972412109375,260895.895833,-0.06496248847030285,0.09387403158031207,0.1429765968108661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
2016-09-12 11:12:16.522,506,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671536.508262,-23.44467163085938,-45.31938171386719,7.591178894042969,111.6640396118164,108.0438842773438,15,260895.929547125,-0.092559814453125,-0.97412109375,0.0034637451171875,260895.915852,-0.03623869821714423,0.002568885187490433,0.1467359150056219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,1,0
